latitude,longitude,altitude,geometry,pull_date,fire_name,fire_number,area,report_date,dayof_pull
26.177,-81.314,,Point,5/3/2009,Deep,FL-BCP-009021,30005,5/2/2009,1
31.42,-99.813,,Point,5/3/2009,2009_Winter_Initial_Attack,TX-TXS-990019,16446,5/2/2009,1
28.565,-81.089,,Point,5/3/2009,Harley,FL-FLS-2009-12-0234,1200,5/2/2009,1
29.63,-82.732,,Point,5/3/2009,GILCHRIST,FL-FLS-2009-08-0434,300,5/2/2009,1
28.797,-80.903,,Point,5/3/2009,CANAL,FL-FLS-2009-10-0273,276,5/2/2009,1
31.034,-104.051,,Point,5/3/2009,Cowden_Ranch,TX-TXS-990113,195,5/2/2009,1
35.534,-83.276,,Point,5/3/2009,Stoney_Ridge,NC-ECA-0940029,2307,5/2/2009,1
27.078,-98.885,,Point,5/3/2009,Randado,TX-TXS-990112,500,5/2/2009,1
31.666,-110.538,,Point,5/3/2009,ELGIN,AZ-A3S-090222,450,5/2/2009,1
34.45,-119.717,,Point,5/10/2009,Jesusita,CA-LPF-1479,8600,5/8/2009,1
31.42,-99.813,,Point,5/10/2009,2009_Winter_Initial_Attack,TX-TXS-990019,16495,5/8/2009,1
26.373,-81.144,,Point,5/10/2009,Duck_Curve,FL-FLS-2009-17-0228,600,5/9/2009,1
31.558,-110.513,,Point,5/10/2009,Canelo,AZ-CNF-000037,4208,5/8/2009,1
31.475,-108.867,,Point,5/10/2009,IRISHMAN,AZ-CNF-000033,1300,5/6/2009,1
59.78,-151.174,,Point,5/17/2009,Mi.17_East_End_Rd.,AK-KKS-903088,1074,5/16/2009,1
34.466,-119.723,,Point,5/17/2009,Jesusita,CA-LPF-1479,8733,5/16/2009,1
33.409,-105.155,,Point,5/17/2009,FRESQUEZ_2,NM-N5S-000246,9000,5/16/2009,1
33.826,-105.338,,Point,5/17/2009,VISTA,NM-N5S-247,12720,5/16/2009,1
33.961,-105.288,,Point,5/17/2009,EAST_TRANSWESTERN,NM-NMS-248,18533,5/16/2009,1
28.766,-81.037,,Point,5/17/2009,ORLANDO-VOLUSIA_COMPLEX,FL-FLS-2009-008,10008,5/16/2009,1
30.536,-103.605,,Point,5/17/2009,Jeff_Davis_Complex,TX-TXS-990116,4574,5/16/2009,1
30.2,-104.633,,Point,5/17/2009,Musgrave_Canyon,TX-TXS-990115,1550,5/16/2009,1
27.611,-81.286,,Point,5/17/2009,BOMB_,FL-FLS-2009-16-0471,1001,5/16/2009,1
27.025,-80.466,,Point,5/17/2009,INDIAN_TRAIL,FL-FLS-2009-16-0453,725,5/16/2009,1
27.041,-80.344,,Point,5/17/2009,Lincoln_Park,FL-FLS-2009-16-0451,540,5/16/2009,1
27.137,-80.383,,Point,5/17/2009,GREEN_FARM_FIRE,FL-FLS-2009-16-0466,400,5/16/2009,1
27.832,-81.142,,Point,5/17/2009,MAYBE_SQUASH,FL-FLS-2009-12-0335,300,5/16/2009,1
46.383,-87.796,,Point,5/24/2009,Black_River_Falls,MI-MIS-520019,777,5/21/2009,1
46.765,-88.376,,Point,5/24/2009,Pinery,MI-MIA-00001,487,5/21/2009,1
45.945,-90.346,,Point,5/24/2009,BLOCKHOUSE,WI-CNF-090010,112,5/21/2009,1
33.293,-109.592,,Point,5/31/2009,FOUR_MILE,AZ-SCA-000099,711,5/29/2009,1
63.082,-155.423,,Point,5/31/2009,Broken_Snowshoe,AK-SWS-904164,25757,5/29/2009,1
44.448,-121.417,,Point,5/31/2009,0123_Geneva_6,OR-OCF-000120,102,5/29/2009,1
35.899,-118.886,,Point,5/31/2009,TUU_LIGHTNING_COMPLEX,CA-TUU-000126,300,5/29/2009,1
25.225,-80.9,,Point,5/31/2009,HELL'S_BAY,FL-EVP-009029,6175,5/27/2009,1
33.278,-110.773,,Point,6/7/2009,Pioneer,AZ-TNF-000039,345,6/6/2009,1
33.276,-108.038,,Point,6/7/2009,Diamond,NM-GNF-000170,8500,6/6/2009,1
33.759,-108.529,,Point,6/7/2009,Willow,NM-GNF-025,3000,6/6/2009,1
33.142,-108.022,,Point,6/7/2009,Meason,NM-GNF-2009-204,1200,6/6/2009,1
63.082,-155.423,,Point,6/7/2009,Broken_Snowshoe,AK-SWS-904164,25345,6/6/2009,1
33.278,-110.773,,Point,6/14/2009,Pioneer,AZ-TNF-000039,1315,6/13/2009,1
63.2,-153.267,,Point,6/14/2009,Tonclonukna_Creek,AK-SWS-904152,38040,6/13/2009,1
62.633,-153.563,,Point,6/14/2009,Dillinger,AK-SWS-904182,20120,6/13/2009,1
63.3,-141.553,,Point,6/14/2009,Ladue,AK-TAS-913214,-1,6/13/2009,1
33.276,-108.038,,Point,6/14/2009,Diamond,NM-GNF-000170,8650,6/13/2009,1
33.142,-108.022,,Point,6/14/2009,Meason,NM-GNF-2009-204,4800,6/13/2009,1
31.356,-108.863,,Point,6/14/2009,Pasco,NM-N3S-0757X,97256,6/13/2009,1
33.505,-103.729,,Point,6/14/2009,Cato,NM-ROD-015,55080,6/13/2009,1
61.449,-158.46,,Point,6/14/2009,Holokuk,AK-SWS-904255,550,6/13/2009,1
35.918,-111.996,,Point,6/14/2009,Ruby_Complex,AZ-KNF-000370,2684,6/13/2009,1
34.628,-111.566,,Point,6/14/2009,Rattle_Ridge,AZ-COF-031,403,6/13/2009,1
31.371,-111.007,,Point,6/14/2009,LITTLE_ALAMO,AZ-CNF-000068,841,6/13/2009,1
31.358,-110.636,,Point,6/14/2009,LOCHIEL,AZ-CNF-000067,2800,6/13/2009,1
31.836,-111.564,,Point,6/14/2009,ELK_HORN,AZ-2009-0453,1400,6/13/2009,1
33.278,-110.773,,Point,6/21/2009,Pioneer,AZ-TNF-000039,1400,6/18/2009,1
31.356,-108.863,,Point,6/21/2009,Pasco,NM-N3S-0757X,93029,6/17/2009,1
65.408,-148.358,,Point,6/21/2009,Slate_Creek,AK-TAD-000278,640,6/20/2009,1
65.104,-152.866,,Point,6/21/2009,Blind_River,AK-TAD-000291,115,6/20/2009,1
26.742,-81.98,,Point,6/21/2009,DOE,FL-FLS-2009-17-0284,240,6/20/2009,1
28.573,-82.634,,Point,6/21/2009,BAYPORT,FL-FLS-2009-11-0711,1400,6/19/2009,1
61.599,-159.845,,Point,6/21/2009,Winter_Trail,AK-SWS-904282,2308,6/19/2009,1
34.863,-111.557,,Point,6/21/2009,Real,AZ-COF-035,1100,6/20/2009,1
31.836,-111.564,,Point,6/21/2009,ELK_HORN,AZ-2009-0453,23440,6/19/2009,1
64.628,-148.715,,Point,6/28/2009,NENANA_RIDGE,AK-FAS-911327,157,6/27/2009,1
64.029,-151.021,,Point,7/5/2009,Bear_Creek,AK-TAD-000285,15846.7,7/3/2009,1
67.011,-143.597,,Point,7/5/2009,Rock_Slough,AK-UYD-000347,4199,7/4/2009,1
61.149,-143.069,,Point,7/5/2009,Chakina,AK-CRS-914362,734,7/4/2009,1
41.046,-123.416,,Point,7/5/2009,Trinity,CA-SHF-1430,130,7/4/2009,1
37.894,-119.704,,Point,7/5/2009,HARDEN,CA-YNP-1659,1594,7/4/2009,1
37.691,-119.684,,Point,7/5/2009,GROUSE,CA-YNP-1510,2300,7/4/2009,1
41.04,-123.464,,Point,7/5/2009,Susie_Complex,CA-SRF-1070,300,7/4/2009,1
64.48,-151.319,,Point,7/5/2009,Zitziana,AK-TAD-000284,8800,7/4/2009,1
35.019,-112.078,,Point,7/12/2009,Cross,AZ-KNF-455,1900,7/11/2009,1
34.119,-114.379,,Point,7/12/2009,Deer,AZ-CRA-090593,402,7/11/2009,1
64.747,-149.505,,Point,7/12/2009,Minto_Flats_South,AK-FAS-911320,148483,7/11/2009,1
60.35,-150.89,,Point,7/12/2009,Shanta_Creek,AK-KKS-903348/E0E3,12111,7/11/2009,1
67.011,-143.597,,Point,7/12/2009,Rock_Slough,AK-UYD-000347,14581,7/11/2009,1
64.836,-148.752,,Point,7/12/2009,Logging_Slash,AK-FAS-911404,118,7/11/2009,1
41.04,-123.464,,Point,7/12/2009,Backbone,CA-SRF-1131,5890,7/11/2009,1
37.691,-119.684,,Point,7/12/2009,GROUSE,CA-YNP-1510,3047,7/11/2009,1
33.435,-117.521,,Point,7/12/2009,Yankee,CA-MCP-091662,300,7/11/2009,1
34.695,-119.286,,Point,7/12/2009,Sulphur,CA-LPF-2787,200,7/11/2009,1
44.401,-121.632,,Point,7/12/2009,Black_Butte_II,OR-DEF-000301,578,7/11/2009,1
46.548,-121.152,,Point,7/12/2009,FOREST,WA-SES-489,300,7/11/2009,1
36.313,-106.958,,Point,7/12/2009,Jacquez,NM-SNF-093,120,7/11/2009,1
37.761,-112.653,,Point,7/12/2009,Horse_Valley,UT-DIF-090224,1800,7/11/2009,1
38.275,-105.172,,Point,7/12/2009,Newlin_Creek,CO-PBX-000708,142,7/11/2009,1
36.746,-114.191,,Point,7/12/2009,Toquop,NV-SND-000021,137,7/11/2009,1
33.333,-98.3,,Point,7/12/2009,Martin,TX-TXS-990128,1078,7/11/2009,1
32.261,-98.008,,Point,7/12/2009,Bishop,TX-TXS-990127,350,7/11/2009,1
30.233,-97.268,,Point,7/12/2009,Airstrip,TX-TXS-990129,150,7/11/2009,1
30.767,-95.804,,Point,7/12/2009,Alamo,TX-TXS-,102,7/11/2009,1
33.54,-110.294,,Point,7/19/2009,BEAR_CANYON,AZ-SCA-212,360,7/17/2009,1
31.944,-111.652,,Point,7/19/2009,SAN_JUAN,AZ-PPA-065,7600,7/18/2009,1
35.808,-109.205,,Point,7/19/2009,Sawmill_2,AZ-NAA-094,100,7/18/2009,1
34.119,-114.379,,Point,7/19/2009,Deer,AZ-CRA-090593,412,7/16/2009,1
64.747,-149.505,,Point,7/19/2009,Railbelt_Complex,AK-FAS-911898,190284,7/17/2009,1
60.35,-150.89,,Point,7/19/2009,Shanta_Creek,AK-KKS-903348/E0E3,13151,7/18/2009,1
67.011,-143.597,,Point,7/19/2009,Rock_Slough,AK-UYD-000347,16900,7/17/2009,1
41.04,-123.464,,Point,7/19/2009,Backbone,CA-SRF-1131,6324,7/18/2009,1
38.922,-121.004,,Point,7/19/2009,MAMMOTH,CA-NEU-14435,643,7/18/2009,1
39.897,-120.03,,Point,7/19/2009,REDROCK,NV-CCD-0660,10549,7/18/2009,1
39.787,-120.034,,Point,7/19/2009,TRAILER_1,NV-CCD-0659,1349,7/18/2009,1
43.082,-122.143,,Point,7/19/2009,Whitney,OR-CLP-090100,100,7/18/2009,1
37.546,-112.274,,Point,7/19/2009,Bridge,UT-DIF-090163,3488,7/18/2009,1
38.046,-111.363,,Point,7/19/2009,Steep_Creek,UT-FIF-0000125,230,7/18/2009,1
39.535,-109.496,,Point,7/19/2009,BLIND_CANYON,UT-VLD-115,1100,7/18/2009,1
33.017,-99.617,,Point,7/19/2009,Scott's_Crossing,TX-TXS-990135,2000,7/18/2009,1
32.95,-99.55,,Point,7/19/2009,Rockdale,TX-TXS-990136,1000,7/18/2009,1
29.835,-93.468,,Point,7/19/2009,Dog_House,LA-SBR-090005,800,7/18/2009,1
30.545,-89.111,,Point,7/19/2009,RADAR,MS-MNF-009015,165,7/17/2009,1
38.197,-108.343,,Point,7/19/2009,Grammar,CO-UPD-096,801,7/18/2009,1
44.654,-119.678,,Point,7/26/2009,McGinnis_Creek,OR-952S-000148,2187,7/25/2009,1
48.194,-118.966,,Point,7/26/2009,Johnson_Lake_Complex,WA-COA-165,955,7/25/2009,1
46.891,-111.916,,Point,7/26/2009,RESCUE,MT-HNF-025,457,7/25/2009,1
47.152,-111.874,,Point,7/26/2009,CHOKECHERRY,MT-CES-058,145,7/25/2009,1
64.747,-149.505,,Point,7/26/2009,Railbelt_Complex,AK-FAS-911898,285463,7/25/2009,1
67.011,-143.597,,Point,7/26/2009,Rock_Slough,AK-UYD-000347,26500,7/25/2009,1
66.22,-158.796,,Point,7/26/2009,Tagagawik_River_3,AK-GAD-000476,1520,7/24/2009,1
66.209,-158.591,,Point,7/26/2009,Continental,AK-GAD-000475,1130,7/24/2009,1
37.546,-112.274,,Point,7/26/2009,Bridge,UT-DIF-090163,3766,7/25/2009,1
44.994,-114.154,,Point,7/26/2009,GOODLUCK,ID-SCF-009178,150,7/25/2009,1
38.046,-111.363,,Point,7/26/2009,Steep_Creek,UT-FIF-0000125,309,7/25/2009,1
31.42,-99.813,,Point,7/26/2009,2009_Summer_Wildfire_Response,TX-TXS-009024,6310,7/25/2009,1
34.767,-76.964,,Point,7/26/2009,Carolina_Bay,NC-NCF-090079,800,7/25/2009,1
30.176,-101.093,,Point,7/26/2009,Beaver_Lake,TX-TXS-990138,500,7/25/2009,1
41.04,-123.464,,Point,7/26/2009,Backbone,CA-SRF-1131,6324,7/23/2009,1
34.413,-111.233,,Point,8/2/2009,Rim,AZ-TNF-0000067,250,8/1/2009,1
35.845,-111.859,,Point,8/2/2009,Anderson,AZ-KNF-0656,214,8/1/2009,1
35.938,-112.075,,Point,8/2/2009,Rae,AZ-KNF-0605,250,8/1/2009,1
35.881,-112.065,,Point,8/2/2009,Miller,AZ-KNF-0602,390,8/1/2009,1
35.467,-111.916,,Point,8/2/2009,Wildhorse,AZ-KNF-00585,1149,8/1/2009,1
43.339,-122.787,,Point,8/2/2009,Williams_Creek,OR-UPF-009071,3250,8/1/2009,1
46.506,-121.238,,Point,8/2/2009,Discovery,WA-OWF-000771,850,8/1/2009,1
48.219,-121.544,,Point,8/2/2009,Gold_Hill_Complex,WA-MSF-00177,-1,8/1/2009,1
44.311,-118.918,,Point,8/2/2009,Cougar_Creek,OR-MAF-000149,1052,8/1/2009,1
46.325,-121.828,,Point,8/2/2009,LANGILLE,WA-GPF-000004,296,8/1/2009,1
47.875,-120.036,,Point,8/2/2009,Union_Valley,WA-SES-737,768,8/1/2009,1
45.651,-116.634,,Point,8/2/2009,Long_Prong,OR-WWF-000329,145,8/1/2009,1
43.351,-120.718,,Point,8/2/2009,Wells,OR-LAD-090198,325,8/1/2009,1
64.747,-149.505,,Point,8/2/2009,Railbelt_Complex,AK-FAS-911898,438447,8/1/2009,1
65.787,-144.5,,Point,8/2/2009,Bluff_Creek,AK-UYD-000496,18000,8/1/2009,1
67.011,-143.597,,Point,8/2/2009,Rock_Slough,AK-UYD-000347,38500,8/1/2009,1
40.985,-120.373,,Point,8/2/2009,W-4,CA-NOD-003703,1000,8/1/2009,1
38.18,-120.254,,Point,8/2/2009,KNIGHT,CA-STF-002207,3975,8/1/2009,1
38.904,-111.52,,Point,8/2/2009,Lake_Fork,UT-MLF-9076,1166,8/1/2009,1
37.397,-113.224,,Point,8/2/2009,Cliffs,UT-CCD-090438,744,8/1/2009,1
40.431,-119.222,,Point,8/2/2009,Limbo,NV-WID-0000132,478,8/1/2009,1
41.181,-114.607,,Point,8/2/2009,Independence,NV-NNS-000684,510.3,8/1/2009,1
45.853,-114.954,,Point,8/2/2009,Warm_Springs,ID-NPF-000149,111,8/1/2009,1
31.42,-99.813,,Point,8/2/2009,2009_Summer_Wildfire_Response,TX-TXS-009024,6933,8/1/2009,1
34.767,-76.964,,Point,8/2/2009,Carolina_Bay,NC-NCF-090079,2660,8/1/2009,1
29.56,-99.663,,Point,8/2/2009,Concan,TX-TXS-990140,400,8/1/2009,1
40.025,-108.6,,Point,8/2/2009,Spring_Creek,CO-WRD-300,1340,8/1/2009,1
34.413,-111.233,,Point,8/9/2009,Rim,AZ-TNF-0000067,2500,8/8/2009,1
34.718,-112.16,,Point,8/9/2009,Woodchute_Fire,AZ-PNF-090631,130,8/8/2009,1
35.467,-111.916,,Point,8/9/2009,Wild_Horse_Complex,AZ-KNF-703,11265,8/8/2009,1
36.218,-111.986,,Point,8/9/2009,ASPEN,AZ-GCP-000059,2420,8/8/2009,1
43.339,-122.787,,Point,8/9/2009,Williams_Creek,OR-UPF-009071,6710,8/8/2009,1
46.506,-121.238,,Point,8/9/2009,Discovery,WA-OWF-000771,4120,8/8/2009,1
42.968,-122.871,,Point,8/9/2009,Tiller_Complex,OR-UPF-009121,85,8/8/2009,1
44.925,-118.651,,Point,8/9/2009,North_Fork_Complex,OR-UMF-000144,1360,8/8/2009,1
47.559,-123.498,,Point,8/9/2009,Heatwave_Complex,WA-OLP-000025,1398,8/8/2009,1
45.415,-117.589,,Point,8/9/2009,Cougar_Ridge_Complex,OR-WWF-000368,400,8/8/2009,1
42.922,-122.506,,Point,8/9/2009,ABCD_JULY-AUGUST,OR-RRF-000334,50,8/8/2009,1
44.692,-121.445,,Point,8/9/2009,Box_Canyon,OR-WSA-079,856,8/8/2009,1
64.747,-149.505,,Point,8/9/2009,Railbelt_Complex,AK-FAS-911898,630318,8/8/2009,1
65.787,-144.5,,Point,8/9/2009,Crazy_Mountain_Complex,AK-UYD-000897,444040,8/8/2009,1
64.99,-148.586,,Point,8/9/2009,Hardluck_Creek,AK-FAS-911531,6528,8/8/2009,1
67.011,-143.597,,Point,8/9/2009,Rock_Slough,AK-UYD-000347,61467,8/8/2009,1
40.9,-121.617,,Point,8/9/2009,SHU_Lightning,CA-SHU-5594,14804,8/8/2009,1
40.588,-121.089,,Point,8/9/2009,Hat_Creek_Complex,CA-LNF-3923,11269,8/8/2009,1
34.95,-119.978,,Point,8/9/2009,LA_BREA,CA-LPF-002631,1300,8/8/2009,1
38.18,-120.254,,Point,8/9/2009,KNIGHT,CA-STF-002207,6130,8/8/2009,1
40.614,-112.666,,Point,8/9/2009,Big_Pole,UT-SLD-000544,44200,8/8/2009,1
38.07,-113.594,,Point,8/9/2009,Broken_Ridge,UT-SWS-090496,4460,8/8/2009,1
41.808,-112.609,,Point,8/9/2009,Hansel_Valley,UT-BRS-000550,1370,8/8/2009,1
37.778,-109.072,,Point,8/9/2009,Lockerby,UT-SES-9216,659,8/8/2009,1
40.301,-112.875,,Point,8/9/2009,Whiterocks,UT-SLD-000547,10600,8/8/2009,1
40.475,-112.261,,Point,8/9/2009,Settlement_,UT-NWS-00540,147,8/8/2009,1
37.648,-108.725,,Point,8/9/2009,NARRAGUINNEP,CO-SJF-000147,3500,8/8/2009,1
40.111,-108.11,,Point,8/9/2009,SCENERY_GULCH,CO-RBX-374,380,8/8/2009,1
40.159,-108.949,,Point,8/9/2009,MELLEN,CO-WRD-365,3445,8/8/2009,1
40.668,-108.583,,Point,8/9/2009,BOONE_DRAW,CO-MFX-373,250,8/8/2009,1
38.401,-108.069,,Point,8/9/2009,Dry_Creek,CO-UPD-0130,110,8/8/2009,1
36.798,-107.295,,Point,8/9/2009,CABRESTO_MESA,NM-CAF-009118,100,8/8/2009,1
33.019,-108.926,,Point,8/9/2009,RADAR,NM-GNF-00436,367,8/8/2009,1
33.328,-108.769,,Point,8/9/2009,Whitewater,NM-GNF-00,185,8/8/2009,1
31.42,-99.813,,Point,8/9/2009,2009_Summer_Wildfire_Response,TX-TXS-009024,8019,8/8/2009,1
34.662,-100.204,,Point,8/9/2009,VEST,TX-TXS-990145,1775,8/8/2009,1
45.465,-116.303,,Point,8/9/2009,Lightning_Fire,ID-NPF-000217,347,8/7/2009,1
34.419,-110.966,,Point,8/9/2009,Crossing,AZ-ASF-090249,800,8/7/2009,1
37.142,-122.187,,Point,8/16/2009,LOCKHEED,CA-CZU-007246,6843,8/15/2009,1
34.718,-112.16,,Point,8/16/2009,Woodchute_Fire,AZ-PNF-090631,730,8/15/2009,1
40.9,-121.617,,Point,8/16/2009,SHU_Lightning,CA-SHU-5594,17623,8/15/2009,1
37.632,-121.538,,Point,8/16/2009,_Corral,CA-SCU-003410,15000,8/15/2009,1
39.322,-121.224,,Point,8/16/2009,YUBA,CA-NEU-016586,2000,8/15/2009,1
40.687,-122.859,,Point,8/16/2009,COFFIN,CA-SHU-005969,1200,8/15/2009,1
34.95,-119.978,,Point,8/16/2009,La_Brea,CA-LPF-002631,84150,8/15/2009,1
64.747,-149.505,,Point,8/16/2009,Railbelt_Complex,AK-FAS-911898,636224,8/15/2009,1
64.99,-148.586,,Point,8/16/2009,Hardluck_Creek,AK-FAS-911531,12834,8/15/2009,1
65.787,-144.5,,Point,8/16/2009,Crazy_Mountain_Complex,AK-UYD-000897,447420,8/15/2009,1
43.339,-122.787,,Point,8/16/2009,Williams_Creek,OR-UPF-009071,8395,8/15/2009,1
46.506,-120.234,,Point,8/16/2009,Discovery,WA-SES-000771,4279,8/14/2009,1
40.614,-112.666,,Point,8/16/2009,Big_Pole,UT-SLD-000544,43923,8/13/2009,1
41.867,-112.292,,Point,8/16/2009,White_Valley,UT-BRS-000603,2400,8/15/2009,1
37.648,-108.725,,Point,8/16/2009,NARRAGUINNEP,CO-SJF-000147,6779,8/15/2009,1
37.142,-122.187,,Point,8/23/2009,LOCKHEED,CA-CZU-007246,7799,8/22/2009,1
35.003,-111.934,,Point,8/23/2009,Taylor,AZ-COF-099,3545,8/21/2009,1
39.322,-121.224,,Point,8/23/2009,YUBA,CA-NEU-016856,3891,8/22/2009,1
39.876,-121.372,,Point,8/23/2009,Elephant,CA-PNF-000782,448,8/22/2009,1
34.95,-119.978,,Point,8/23/2009,La_Brea,CA-LPF-002631,89489,8/22/2009,1
39.821,-117.559,,Point,8/23/2009,HOYT,NV-CCD-0987,10100,8/22/2009,1
46.519,-119.914,,Point,8/23/2009,Dry_Creek_Complex,WA-MCR-0000048,40000,8/22/2009,1
48.09,-118.929,,Point,8/23/2009,Buffalo_Lake,WA-COA-0254,311,8/21/2009,1
64.747,-149.505,,Point,8/23/2009,Railbelt_Complex,AK-FAS-911898,636224,8/22/2009,1
64.99,-148.586,,Point,8/23/2009,Hardluck_Creek,AK-FAS-911531,12834,8/22/2009,1
30.374,-103.266,,Point,8/23/2009,Blakemore_Ranch,TX-TXS-990151,400,8/22/2009,1
29.601,-94.287,,Point,8/23/2009,WF_POST_IKE_UNIT_12,TX-MCR-E5LY,1257,8/22/2009,1
29.082,-95.28,,Point,8/23/2009,Half_Moon_Fire,TX-BRR-E5LD,375,8/22/2009,1
41.58,-123.15,,Point,8/23/2009,Red_Rock,CA-KNF-005754,701,8/22/2009,1
34.251,-118.195,,Point,8/30/2009,Station,CA-ANF-003622,20102,8/29/2009,1
37.705,-119.749,,Point,8/30/2009,BIG_MEADOW,CA-YNP-3660,3511,8/29/2009,1
36.525,-121.373,,Point,8/30/2009,GLORIA,CA-BEU-002830,6437,8/29/2009,1
34.184,-117.536,,Point,8/30/2009,COTTONWOOD,CA-BDF-11598,2290,8/29/2009,1
34.189,-117.871,,Point,8/30/2009,Morris,CA-ANF-003616,2168,8/29/2009,1
33.416,-117.403,,Point,8/30/2009,RIDGE_,CA-MCP-2601,500,8/28/2009,1
35.841,-121.041,,Point,8/30/2009,BRYSON,CA-BEU-002816,4000,8/27/2009,1
41.58,-123.15,,Point,8/30/2009,Red_Rock,CA-KNF-005754,1373,8/29/2009,1
41.681,-123.685,,Point,8/30/2009,Harrington,CA-KNF-5177,142,8/29/2009,1
41.096,-121.265,,Point,8/30/2009,DAY,CA-LMU-004366,853,8/29/2009,1
37.022,-121.318,,Point,8/30/2009,PACHECO,CA-SCU-003627,750,8/29/2009,1
45.683,-121.469,,Point,8/30/2009,Microwave,OR-95S-00001,1000,8/29/2009,1
44.646,-122.294,,Point,8/30/2009,Canal_Creek,OR-WIF-111,400,8/29/2009,1
48.379,-119.76,,Point,8/30/2009,Oden_Road,WA-NES-1262,9607,8/28/2009,1
30.091,-101.033,,Point,8/30/2009,Scotty_Moore_Ranch_II,TX-TXS-990158,400,8/29/2009,1
32.646,-99.438,,Point,8/30/2009,Davis_Haynes,TX-TXS-990155,1640,8/29/2009,1
44.838,-115.783,,Point,8/30/2009,No_Name,ID-PAF-009033,100,8/29/2009,1
34.251,-118.195,,Point,9/6/2009,Station,CA-ANF-003622,154655,9/5/2009,1
37.705,-119.749,,Point,9/6/2009,BIG_MEADOW,CA-YNP-3660,7425,9/5/2009,1
34.052,-116.987,,Point,9/6/2009,Oak_Glen_3,CA-BDU-009598,1159,9/4/2009,1
37.438,-113.393,,Point,9/6/2009,Mill_Flat,UT-DIF-090383,12607,9/5/2009,1
48.298,-119.656,,Point,9/6/2009,Milepost_281,WA-COA-0272,317,9/4/2009,1
44.646,-122.294,,Point,9/6/2009,Canal_Creek,OR-WIF-111,283,9/5/2009,1
45.586,-109.301,,Point,9/6/2009,Eagle_Mount,MT-SOS-000009,900,9/5/2009,1
45.313,-108.528,,Point,9/6/2009,Little_People,MT-CRA-0131,126,9/5/2009,1
47.416,-113.319,,Point,9/6/2009,Gabe_Creek,MT-FNF-000033,1214,9/5/2009,1
34.744,-109.028,,Point,9/6/2009,Jaralosa,NM-N6S-000329,1025,9/5/2009,1
34.251,-118.195,,Point,9/13/2009,Station,CA-ANF-003622,160557,9/12/2009,1
46.969,-111.953,,Point,9/13/2009,Indian_Trail,MT-CES-000075,4388,9/12/2009,1
38.948,-122.409,,Point,9/13/2009,OASIS,CA-LNU-006597,1575,9/12/2009,1
44.646,-122.294,,Point,9/13/2009,Canal_Creek,OR-WIF-111,283,9/12/2009,1
37.435,-121.557,,Point,9/13/2009,SCU_LIGHTNING_COMPLEX,CA-SCU-003818,200,9/12/2009,1
36.641,-112.246,,Point,9/20/2009,Fracas,AZ-KNF-00872,2300,9/19/2009,1
43.431,-122.241,,Point,9/20/2009,Tumblebug_Complex,OR-WIF-145,300,9/19/2009,1
43.161,-122.536,,Point,9/20/2009,Boze,OR-UPF-009237,1700,9/19/2009,1
48.074,-118.974,,Point,9/20/2009,Milepost_38_Fire,WA-COA-304,1923,9/19/2009,1
39.943,-121.093,,Point,9/20/2009,Silver,CA-PNF-0961,150,9/19/2009,1
34.251,-118.195,,Point,9/20/2009,Station,CA-ANF-003622,160557,9/19/2009,1
43.086,-114.68,,Point,9/20/2009,Higway_46,ID-TFD-000376,1500,9/19/2009,1
43.161,-122.536,,Point,9/27/2009,Boze,OR-UPF-009237,12140,9/26/2009,1
43.431,-122.241,,Point,9/27/2009,Tumblebug_Complex,OR-WIF-145,11200,9/26/2009,1
34.372,-118.865,,Point,9/27/2009,GUIBERSON,CA-VNC-0054871,17500,9/26/2009,1
34.251,-118.195,,Point,9/27/2009,Station,CA-ANF-003622,160577,9/26/2009,1
34.034,-117.086,,Point,9/27/2009,Crafton,CA-BDU-10682,347,9/26/2009,1
46.557,-112.304,,Point,9/27/2009,MacDonald_Pass,MT-HNF-00059,300,9/26/2009,1
47.15,-114.167,,Point,9/27/2009,SADDLE_MTN_2,MT-FHA-187,465,9/26/2009,1
44.534,-110.541,,Point,9/27/2009,Arnica_Fire,WY-YNP-0920,3802,9/26/2009,1
46.063,-113.716,,Point,9/27/2009,Table_Mountain,MT-BDF-000050,2500,9/26/2009,1
45.624,-113.317,,Point,9/27/2009,LILY_LAKE,MT-BDF-000041,1160,9/26/2009,1
46.982,-112.549,,Point,9/27/2009,COPPER_CREEK,MT-SWS-000818,109,9/26/2009,1
39.075,-119.13,,Point,9/27/2009,MILLER,NV-NWS-1176,616,9/26/2009,1
42.884,-113.773,,Point,9/27/2009,K-3,ID-TFD-000393,891,9/26/2009,1
35.168,-112.277,,Point,10/4/2009,Twin,AZ-KNF-1050,350,10/2/2009,1
34.317,-117.503,,Point,10/4/2009,SHEEP,CA-BDF-13278,1000,10/3/2009,1
35.991,-121.494,,Point,10/4/2009,Highway,CA-AFV-3253,617,10/3/2009,1
43.161,-122.536,,Point,10/4/2009,Boze,OR-UPF-009237,16725,10/3/2009,1
43.431,-122.241,,Point,10/4/2009,Tumblebug_Complex,OR-WIF-145,14560,10/3/2009,1
45.388,-117.584,,Point,10/4/2009,Big_Sheep,OR-WWF-537,3450,10/3/2009,1
47.193,-115.596,,Point,10/4/2009,Nugget,ID-IPF-004023,1250,10/3/2009,1
43.633,-110.298,,Point,10/4/2009,GUNSIGHT,WY-BTF-037,3257,10/2/2009,1
