latitude,longitude,altitude,geometry,pull_date,fire_name,fire_number,area,report_date,dayof_pull
41.556,-112.745,,Point,8/28/2011,JETTY SOUTH,UT-BRS-000466,350,8/26/2011,1
37.355,-114.771,,Point,8/28/2011,JUMBO,NV-ELD-000188,1715,8/27/2011,1
39.985,-117.506,,Point,8/28/2011,ELLISON,NV-BMD-000290,1041,8/27/2011,1
40.771,-119.67,,Point,8/28/2011,SILVERBELL,NV-WID-000288,390,8/27/2011,1
41.059,-114.256,,Point,8/28/2011,TOANO,NV-NNS-001072,327.8,8/27/2011,1
38.286,-122.004,,Point,8/28/2011,BEACON,CA-LNU-6823,500,8/27/2011,1
34.453,-117.663,,Point,8/28/2011,OASIS,CA-LAC-194624,375,8/27/2011,1
43.224,-104.878,,Point,8/28/2011,THOMPSON,WY-NIX-011274,6842,8/26/2011,1
43.026,-104.907,,Point,8/28/2011,MANNING,WY-COX-011284,2500,8/26/2011,1
43.383,-104.34,,Point,8/28/2011,CHEYENNE RIVER,WY-NIX-011276,5000,8/26/2011,1
44.498,-105.439,,Point,8/28/2011,ROURKE,WY-HPD-011249,4212,8/27/2011,1
43.059,-102.795,,Point,8/28/2011,WILD STALLION,SD-PRA-110653,2510,8/27/2011,1
44.193,-107.627,,Point,8/28/2011,PAINTROCK,WY-WBD-348,412,8/27/2011,1
43.652,-112.803,,Point,8/28/2011,T17,ID-INE-011013,50176,8/27/2011,1
33.532,-107.108,,Point,8/28/2011,CATFISH,NM-SCD-739,350,8/25/2011,1
36.663,-113.997,,Point,8/28/2011,SCENIC COMPLEX,AZ-ASD-110672,650,8/27/2011,1
36.251,-113.77,,Point,8/28/2011,MIDDLE,AZ-ASD-110656,866,8/27/2011,1
36.898,-113.634,,Point,8/28/2011,PLATEAU,AZ-ASD-110645,500,8/27/2011,1
35.014,-94.192,,Point,9/4/2011,KINGS CREEK,AR-ARS-231D6,375,9/1/2011,1
36.663,-113.997,,Point,9/4/2011,SCENIC COMPLEX,AZ-ASD-110672,750,9/3/2011,1
44.767,-121.233,,Point,9/4/2011,HIGH CASCADES,OR-WSA-000108,105984,9/3/2011,1
45.425,-121.642,,Point,9/4/2011,DOLLAR LAKE,OR-MHF-000382,1850,9/2/2011,1
44.46,-121.824,,Point,9/4/2011,SHADOW LAKE,OR-DEF-0676,1530,9/3/2011,1
42.594,-118.794,,Point,9/4/2011,LAUSERICA,OR-BUD-10184,499,9/3/2011,1
42.983,-118.538,,Point,9/4/2011,SMYTH CREEK,OR-BUD-10178,1931,9/3/2011,1
48.25,-119.39,,Point,9/4/2011,SALMON,WA-NES-000662,1910,9/3/2011,1
34.711,-98.8,,Point,9/4/2011,FERGUSON,OK-WMR-011088,11000,9/3/2011,1
32.781,-98.438,,Point,9/4/2011,101 RANCH,TX-TXS-011367,7252,9/3/2011,1
36.578,-76.501,,Point,9/4/2011,LATERAL WEST,VA-GDR-11005,6358,9/3/2011,1
34.554,-100.949,,Point,9/4/2011,HORNETS TANK,TX-TXS-011376,5500,9/3/2011,1
32.149,-101.228,,Point,9/4/2011,LEGACY,TX-TXS-011368,4319,9/1/2011,1
31.4,-97.667,,Point,9/4/2011,JACK MOUNTAIN,TX-TXS-011373,3000,9/2/2011,1
33.059,-97.779,,Point,9/4/2011,3457 ROAD,TX-TXS-011380,400,9/3/2011,1
30.39,-82.389,,Point,9/4/2011,OCEAN BAY,FL-FNF-011033,1060,9/3/2011,1
30.738,-95.818,,Point,9/4/2011,CRAB PRAIRIE,TX-TXS-011378,1008,9/3/2011,1
33.452,-97.845,,Point,9/4/2011,PICKET RUN,TX-TXS-011384,1100,9/3/2011,1
30.254,-99.812,,Point,9/4/2011,BUNDY ROSS,TX-TXS-011374,600,9/2/2011,1
31.299,-97.443,,Point,9/4/2011,HORSESHOE BEND,TX-TXS-011379,525,9/3/2011,1
30.433,-100.161,,Point,9/4/2011,RICK RANCH,TX-TXS-011375,395,9/3/2011,1
30.825,-100.113,,Point,9/4/2011,CEDAR TRUCK COMPLEX,TX-TXS-011382,400,9/3/2011,1
32.117,-94.949,,Point,9/4/2011,JOHNSON CREEK,TX-TXS-011383,177,9/3/2011,1
30.528,-99.639,,Point,9/4/2011,BIG DRAW,TX-TXS-011369,600,9/3/2011,1
35.536,-97.415,,Point,9/4/2011,63RD STREET,OK-OKS-511006,2192,9/3/2011,1
46.716,-113.888,,Point,9/4/2011,WEST RIVERSIDE,MT-SWS-000056,3800,9/3/2011,1
46.652,-114.634,,Point,9/4/2011,GRANITE PASS,MT-LNF-0000924,350,9/3/2011,1
45.55,-114.45,,Point,9/4/2011,SADDLE - BITTERROOT BRANCH,MT-BRF-000207,13679,9/3/2011,1
47.297,-112.721,,Point,9/4/2011,BALD BEAR,MT-LCF-001054,443,9/3/2011,1
44.983,-114.236,,Point,9/4/2011,SALT,ID-SCF-11202,9936,9/3/2011,1
43.908,-112.973,,Point,9/4/2011,BLACK CANYON,ID-SCF-011236,2300,9/3/2011,1
39.657,-112.206,,Point,9/4/2011,JERICHO,UT-SCS-000388,2192,9/3/2011,1
34.355,-117.434,,Point,9/4/2011,HILL,CA-BDF-12829,1100,9/3/2011,1
37.663,-119.871,,Point,9/4/2011,MOTOR,CA-SNF-2117,5231,9/3/2011,1
34.745,-119.993,,Point,9/4/2011,FIGUEROA,CA-LPF-002238,450,9/3/2011,1
39.604,-107.106,,Point,9/4/2011,COLLARD GREENS,CO-GWD-000372,100,9/3/2011,1
41.825,-105.358,,Point,9/4/2011,CHRISTNICK,WY-RAD-000472,2670,9/3/2011,1
47.906,-91.524,,Point,9/4/2011,PAGAMI CREEK,MN-SUF-110519,130,9/3/2011,1
36.633,-115.13,,Point,9/4/2011,MORMON,NV-DSR-000146,541,9/3/2011,1
30.151,-97.225,,Point,9/11/2011,BASTROP COUNTY COMPLEX,TX-TXS-011393,34068,9/10/2011,1
32.973,-94.431,,Point,9/11/2011,NORTHEAST TEXAS FIRE COMPLEX,TX-TXS-012010,45297,9/10/2011,1
30.27,-95.818,,Point,9/11/2011,RILEY ROAD,TX-TXS-011421,21619,9/10/2011,1
32.781,-98.438,,Point,9/11/2011,101 RANCH,TX-TXS-011367,7252,9/10/2011,1
30.383,-98.085,,Point,9/11/2011,SPICEWOOD,TX-TXS-011407,6500,9/9/2011,1
31.684,-96.761,,Point,9/11/2011,C#491,TX-TXS-011387,3000,9/10/2011,1
31.324,-95.345,,Point,9/11/2011,841 ARBOR,TX-TXS-011397,3000,9/10/2011,1
32.759,-94.244,,Point,9/11/2011,BOOT WALKER,TX-TXS-011420,1047,9/10/2011,1
31.827,-97.339,,Point,9/11/2011,CEDAR RIDGE,TX-TXS-011394,958,9/9/2011,1
35.403,-96.142,,Point,9/11/2011,THREE HORSES,OK-OMA-011110,659,9/10/2011,1
32.698,-94.816,,Point,9/11/2011,DIANA,TX-TXS-011403,650,9/10/2011,1
31.881,-97.353,,Point,9/11/2011,DAM,TX-TXS-011432,523,9/10/2011,1
34.419,-96.099,,Point,9/11/2011,ETHAN ALLEN,OK-SEU-11-10539,320,9/8/2011,1
31.824,-94.949,,Point,9/11/2011,521,TX-TXS-011427,256,9/9/2011,1
31.243,-94.909,,Point,9/11/2011,WOMACK,TX-TXS-011429,205,9/10/2011,1
36.069,-94.888,,Point,9/11/2011,PINE VALLEY,OK-NEU-11-30472,120,9/9/2011,1
34.711,-98.8,,Point,9/11/2011,FERGUSON,OK-WMR-011088,39907,9/10/2011,1
29.823,-97.393,,Point,9/11/2011,DELHI,TX-TXS-011395,6000,9/10/2011,1
30.002,-96.836,,Point,9/11/2011,LUTHERHILL,TX-TXS-011396,2070,9/10/2011,1
31.601,-95.334,,Point,9/11/2011,504,TX-TXS-011413,503,9/10/2011,1
32.39,-95.058,,Point,9/11/2011,508,TX-TXS-011417,400,9/10/2011,1
31.972,-94.774,,Point,9/11/2011,537,TX-TXS-011436,150,9/10/2011,1
45.946,-120.672,,Point,9/11/2011,MONASTERY COMPLEX,WA-SES-428,4251,9/10/2011,1
45.425,-121.642,,Point,9/11/2011,DOLLAR LAKE,OR-MHF-000382,4763,9/10/2011,1
45.794,-116.741,,Point,9/11/2011,CACTUS MOUNTAIN,OR-WWF-0875,7700,9/10/2011,1
44.46,-121.824,,Point,9/11/2011,SHADOW LAKE,OR-DEF-0676,7900,9/10/2011,1
44.998,-118.354,,Point,9/11/2011,CHICKEN HILL,OR-WWF-000848,120,9/8/2011,1
44.767,-121.233,,Point,9/11/2011,HIGH CASCADES,OR-WSA-000108,108096,9/10/2011,1
47.693,-123.109,,Point,9/11/2011,BIG HUMP,WA-OLF-000124,890,9/10/2011,1
44.856,-122.106,,Point,9/11/2011,MOTHER LODE,OR-MHF-000362,1235,9/10/2011,1
42.341,-122.44,,Point,9/11/2011,LITTLE BUTTE,OR-RSF-P6GEX3,467,9/9/2011,1
43.14,-121.292,,Point,9/11/2011,SKOOKUM COMPLEX,OR-UPF-110278,512,9/10/2011,1
42.022,-123.774,,Point,9/11/2011,LONE MOUNTAIN,OR-RSF-110494,160,9/10/2011,1
43.471,-120.959,,Point,9/11/2011,GARDEN,OR-LAD-110692,1650,9/10/2011,1
43.3,-120.517,,Point,9/11/2011,BUFFALO,OR-LAD-110690,1400,9/10/2011,1
35.118,-118.378,,Point,9/11/2011,KEENE COMPLEX,CA-KRN-027912,3600,9/10/2011,1
35.043,-118.856,,Point,9/11/2011,COMANCHE,CA-KRN-027933,2625,9/11/2011,1
35.072,-118.434,,Point,9/11/2011,CANYON,CA-KRN-027244,14585,9/10/2011,1
37.945,-120.844,,Point,9/11/2011,MILTON,CA-TCU-007982,1000,9/10/2011,1
44.983,-114.236,,Point,9/11/2011,SALT,ID-SCF-11202,19464,9/10/2011,1
44.209,-115.358,,Point,9/11/2011,CASTRO,ID-BOF-000464,3699,9/10/2011,1
43.908,-112.973,,Point,9/11/2011,BLACK CANYON,ID-SCF-011236,2330,9/8/2011,1
46.222,-113.942,,Point,9/11/2011,FORTY ONE COMPLEX,MT-BRF-005402,7634,9/10/2011,1
45.55,-114.45,,Point,9/11/2011,SADDLE - BITTERROOT BRANCH,MT-BRF-000207,14939,9/10/2011,1
45.551,-113.316,,Point,9/11/2011,STEWART,MT-BDF-052,2430,9/10/2011,1
46.207,-113.677,,Point,9/11/2011,LUTZ,MT-BDF-00037,3606,9/10/2011,1
48.209,-113.237,,Point,9/11/2011,PUZZLE,MT-FNF-000375,450,9/10/2011,1
44.521,-107.421,,Point,9/11/2011,RESERVOIR,WY-BHF-390,250,9/10/2011,1
47.906,-91.524,,Point,9/11/2011,PAGAMI CREEK,MN-SUF-110519,2750,9/10/2011,1
41.231,-122.977,,Point,9/11/2011,ONION,CA-KNF-6061,560,9/8/2011,1
32.973,-94.431,,Point,9/18/2011,NORTHEAST TEXAS FIRE COMPLEX,TX-TXS-012010,53074,9/17/2011,1
30.151,-97.225,,Point,9/18/2011,BASTROP COUNTY COMPLEX,TX-TXS-011393,34068,9/17/2011,1
30.345,-95.428,,Point,9/18/2011,SOUTHEAST TEXAS FIRE COMPLEX,TX-TXS-012009,32230,9/17/2011,1
31.562,-97.951,,Point,9/18/2011,IRELAND,TX-TXS-011450,1023,9/17/2011,1
34.512,-93.915,,Point,9/18/2011,W87C,AR-OUF-011179,104,9/17/2011,1
45.425,-121.642,,Point,9/18/2011,DOLLAR LAKE,OR-MHF-000382,6304,9/17/2011,1
43.246,-122.372,,Point,9/18/2011,UMPQUA COMPLEX,OR-UPF-110278,997,9/17/2011,1
44.856,-122.106,,Point,9/18/2011,MOTHER LODE,OR-MHF-000362,2169,9/17/2011,1
44.352,-121.823,,Point,9/18/2011,SHADOW LAKE,OR-DEF-0676,10000,9/17/2011,1
42.245,-118.492,,Point,9/18/2011,BUCKSKIN,OR-BUD-10221,1999.2,9/17/2011,1
47.906,-91.524,,Point,9/18/2011,PAGAMI CREEK,MN-SUF-110519,93898,9/17/2011,1
34.548,-118.327,,Point,9/18/2011,MINT,CA-ANF-004969,634,9/17/2011,1
35.395,-118.64,,Point,9/18/2011,BRECKENRIDGE COMPLEX,CA-KRN-027969,25213,9/17/2011,1
46.222,-113.942,,Point,9/18/2011,FORTY ONE COMPLEX,MT-BRF-005402,11480,9/17/2011,1
45.55,-114.45,,Point,9/18/2011,SADDLE - BITTERROOT BRANCH,MT-BRF-000207,15656,9/17/2011,1
45.551,-113.316,,Point,9/18/2011,STEWART FIRE,MT-BDF-052,2405,9/17/2011,1
48.826,-116.729,,Point,9/18/2011,BIRTHDAY,ID-IPF-007007,628,9/17/2011,1
44.983,-114.236,,Point,9/18/2011,SALT,ID-SCF-011202,20418,9/17/2011,1
30.151,-97.225,,Point,9/25/2011,BASTROP COUNTY COMPLEX,TX-TXS-011393,34068,9/24/2011,1
34.176,-99.964,,Point,9/25/2011,COPPER BREAKS,TX-TXS-011454,8080,9/24/2011,1
34.199,-99.915,,Point,9/25/2011,SOUTH 104,TX-TXS-011453,1278,9/24/2011,1
47.906,-91.524,,Point,9/25/2011,PAGAMI CREEK,MN-SUF-110519,93459,9/24/2011,1
40.238,-123.323,,Point,9/25/2011,RUTH,CA-SRF-001848,1500,9/24/2011,1
38.753,-120.201,,Point,9/25/2011,ENFLONG,CA-ENF-021563,100,9/24/2011,1
45.425,-121.642,,Point,9/25/2011,DOLLAR LAKE,OR-MHF-000382,6304,9/24/2011,1
44.443,-121.38,,Point,9/25/2011,ALDER SPRINGS,OR-OCF-000815,1600,9/24/2011,1
43.003,-122.198,,Point,9/25/2011,RED CONE,OR-CLP-110110,1316.2,9/24/2011,1
36.472,-119.148,,Point,9/25/2011,TUU SEPT. LIGHTNING,CA-TUU-000397,375,9/24/2011,1
33.894,-116.626,,Point,9/25/2011,WINDY POINT ,CA-BDF-13860,300,9/25/2011,1
44.983,-114.236,,Point,9/25/2011,SALT,ID-SCF-011202,20987,9/24/2011,1
43.908,-112.973,,Point,9/25/2011,BLACK CANYON,ID-SCF-011236,2397,9/22/2011,1
41.154,-114.826,,Point,9/25/2011,WELLS,NV-EKD-001279,700,9/24/2011,1
43.335,-105.578,,Point,9/25/2011,CARSON,WY-COX-11443,5670,9/24/2011,1
30.762,-102.095,,Point,9/25/2011,PERRY RANCH,TX-TXS-011451,381,9/23/2011,1
34.274,-100.237,,Point,9/25/2011,NORTH PEASE,TX-TXS-011455,350,9/23/2011,1
27.103,-80.923,,Point,9/25/2011,INDIAN PRAIRIE,FL-FLS-2011-16-0805,2000,9/22/2011,1
34.199,-99.915,,Point,10/2/2011,SOUTH 104,TX-TXS-011453,3700,10/1/2011,1
32.978,-100.819,,Point,10/2/2011,COOPER MOUNTAIN,TX-TXS-011458,2200,10/1/2011,1
32.959,-99.504,,Point,10/2/2011,CROOKED RIVER RANCH,TX-TXS-011461,700,10/1/2011,1
31.431,-102.263,,Point,10/2/2011,MACELROY 1,TX-TXS-011459,480,10/1/2011,1
47.906,-91.524,,Point,10/2/2011,PAGAMI CREEK,MN-SUF-110519,92682,10/1/2011,1
38.836,-119.393,,Point,10/2/2011,BURBANK,NV-CCD-1007,1200,10/1/2011,1
41.097,-117.41,,Point,10/2/2011,EDEN VALLEY,NV-WID-372,23000,10/1/2011,1
41.047,-116.977,,Point,10/2/2011,IZZENHOOD,NV-EKD-001341,17500,10/1/2011,1
41.212,-117.45,,Point,10/2/2011,HOT SPRINGS,NV-WID-376,38000,10/1/2011,1
41.138,-117.727,,Point,10/2/2011,CHINA GARDEN,NV-WID-385,20000,10/1/2011,1
40.787,-116.366,,Point,10/2/2011,CHUKKAR CANYON,NV-EKD-001337,15000,10/1/2011,1
40.949,-116.235,,Point,10/2/2011,INDIAN CREEK,NV-NNS-001336,3000,10/1/2011,1
41.698,-114.218,,Point,10/2/2011,SIGNBOARD PASS,NV-EKD-001344,2360,10/1/2011,1
40.514,-116.643,,Point,10/2/2011,FIRE CREEK,NV-BMD-380,2000,10/1/2011,1
41.601,-117.516,,Point,10/2/2011,TOM BASIN,NV-HTF-388,2000,10/1/2011,1
40.399,-116.741,,Point,10/2/2011,9TH STREET,NV-BMD-382,100,10/1/2011,1
40.622,-116.058,,Point,10/2/2011,RAIN,NV-EKD-001331,500,10/1/2011,1
41.306,-114.773,,Point,10/2/2011,WILLOW,NV-NNS-001325,274,10/1/2011,1
44.983,-114.236,,Point,10/2/2011,SALT,ID-SCF-011202,22531,10/1/2011,1
42.855,-115.712,,Point,10/2/2011,HOT SPRINGS 2,ID-TFD-000546,10000,10/1/2011,1
42.763,-115.391,,Point,10/2/2011,GRINDSTONE,ID-TFD-000545,6000,10/1/2011,1
43.908,-112.973,,Point,10/2/2011,BLACK CANYON,ID-SCF-011236,2397,9/29/2011,1
39.819,-111.974,,Point,10/2/2011,HANCOCK,UT-SLD-000647,1418,9/30/2011,1
42.884,-110.512,,Point,10/2/2011,SOUTH HORSE CREEK,WY-BTF-027,100,10/1/2011,1
45.425,-121.642,,Point,10/2/2011,DOLLAR LAKE,OR-MHF-000382,6304,9/29/2011,1
42.557,-119.05,,Point,10/2/2011,CATLOW,OR-BUD-10240,1000,10/1/2011,1
33.098,-116.478,,Point,10/2/2011,GREAT,CA-MVU-011019,960,10/1/2011,1
47.906,-91.524,,Point,10/9/2011,PAGAMI CREEK,MN-SUF-110519,92682,10/8/2011,1
48.83,-96.322,,Point,10/9/2011,JUNEBERRY 3,MN-MNS-1210660,28828,10/8/2011,1
47.83,-95.374,,Point,10/9/2011,RED LAKE 306,MN-RLA-0306,250,10/8/2011,1
35.783,-100.85,,Point,10/9/2011,LITTS,TX-TXS-011463,500,10/8/2011,1
30.211,-97.225,,Point,10/9/2011,OLD POTATO ROAD,TX-TXS-011462,310,10/8/2011,1
44.928,-101.219,,Point,10/9/2011,LONE TREE,SD-CRA-110848,335,10/8/2011,1
43.998,-99.486,,Point,10/9/2011,HIGHWAY 47,SD-LBA-110838,1790,10/8/2011,1
40.949,-116.235,,Point,10/9/2011,INDIAN CREEK,NV-NNS-001336,116875,10/6/2011,1
40.787,-116.366,,Point,10/9/2011,CHUKKAR CANYON,NV-EKD-001337,51390,10/6/2011,1
41.047,-116.977,,Point,10/9/2011,IZZENHOOD,NV-EKD-001341,42190,10/6/2011,1
38.836,-119.393,,Point,10/9/2011,BURBANK,NV-CCD-1007,1062,10/8/2011,1
44.983,-114.236,,Point,10/9/2011,SALT,ID-SCF-011202,24501,10/6/2011,1
43.908,-112.973,,Point,10/9/2011,BLACK CANYON,ID-SCF-011236,2297,10/6/2011,1
33.414,-92.461,,Point,10/16/2011,LLOYD CREEK,AR-ARS-319D1,100,10/13/2011,1
30.73,-82.369,,Point,10/16/2011,HONEY PRAIRIE,GA-OKR-000001,309175,10/15/2011,1
47.906,-91.524,,Point,10/16/2011,PAGAMI CREEK,MN-SUF-110519,92682,10/15/2011,1
47.906,-91.524,,Point,10/23/2011,PAGAMI CREEK,MN-SUF-110519,92682,10/20/2011,1
37.74,-79.336,,Point,4/15/2012,EASTER COMPLEX,VA-VAF-201257,21501,4/14/2012,1
30.549,-82.465,,Point,4/15/2012,COUNTY LINE,FL-FNF-012017,34936,4/14/2012,1
37.03,-83.471,,Point,4/15/2012,BOWENS CREEK,KY-DBF-120036,171,4/12/2012,1
38.509,-78.652,,Point,4/15/2012,SHIPWRECK,VA-VAS-1203032,4000,4/14/2012,1
33.131,-108.133,,Point,4/15/2012,JORDAN,NM-GNF-0087,409,4/14/2012,1
30.601,-104.207,,Point,5/6/2012,LIVERMORE RANCH COMPLEX,TX-TXS-012021,24117,5/5/2012,1
30.549,-82.465,,Point,5/6/2012,COUNTY LINE,FL-FNF-012017,34936,5/5/2012,1
28.784,-80.972,,Point,5/6/2012,FORD PROPERTY,FL-FLS-2012-10-0339,401,5/5/2012,1
32.161,-109.496,,Point,5/6/2012,APACHE PASS,AZ-SAD-000241,1690,5/5/2012,1
37.423,-115.002,,Point,5/13/2012,PAHROC,NV-ELD-40022,3900,5/12/2012,1
41.686,-118.501,,Point,5/13/2012,MM 47,NV-WID-20052,892,5/12/2012,1
28.658,-80.747,,Point,5/13/2012,CENTER,FL-MIR-201221,800,5/10/2012,1
34.231,-110.782,,Point,5/13/2012,BULL FLAT FIRE,AZ-FTA-0060,500,5/12/2012,1
33.931,-111.474,,Point,5/20/2012,SUNFLOWER,AZ-TNF-039,16620,5/19/2012,1
33.345,-108.71,,Point,5/20/2012,WHITEWATER,NM-GNF-000143,630,5/19/2012,1
33.268,-108.592,,Point,5/20/2012,BALDY,NM-GNF-000121,2200,5/19/2012,1
40.689,-105.313,,Point,5/20/2012,HEWLETT,CO-ARF-000228,7685,5/19/2012,1
47.884,-91.841,,Point,5/20/2012,HIGHWAY 1,MN-SUF-120297,175,5/19/2012,1
48.598,-94.647,,Point,5/20/2012,HOLY CARP,MN-MNS-131-024,385,5/17/2012,1
28.543,-80.647,,Point,5/20/2012,JUST MISSED AGAIN,FL-MIR-201225,533,5/19/2012,1
34.524,-96.1,,Point,5/20/2012,LAKE ROAD FIRE,OK-OKS-12-41008,500,5/18/2012,1
42.196,-120.178,,Point,5/20/2012,HICKEY,OR-LAD-610,517,5/19/2012,1
39.928,-117.653,,Point,5/20/2012,WALL,NV-CCD-30110,17200,5/19/2012,1
40.254,-112.222,,Point,5/20/2012,73,UT-NWS-00144,1400,5/19/2012,1
33.538,-109.904,,Point,5/20/2012,ELWOOD,AZ-SCA-000051,1600,5/19/2012,1
34.215,-112.338,,Point,5/20/2012,GLADIATOR,AZ-PNF-120266,12898,5/19/2012,1
34.231,-110.782,,Point,5/20/2012,BULL FLAT FIRE,AZ-FTA-0060,2145,5/19/2012,1
33.931,-111.474,,Point,5/27/2012,SUNFLOWER,AZ-TNF-039,17618,5/24/2012,1
33.345,-108.71,,Point,5/27/2012,WHITEWATER-BALDY,NM-GNF-000143,100000,5/26/2012,1
46.533,-85.424,,Point,5/27/2012,DUCK LAKE,MI-MIS-1248007,21114,5/26/2012,1
46.641,-85.438,,Point,5/27/2012,PINE CREEK,MI-SNR-00001,34000,5/26/2012,1
36.806,-90.645,,Point,5/27/2012,NORTH PRONG,MO-MTF-000093,122,5/25/2012,1
38.436,-108.989,,Point,5/27/2012,SUNRISE MINE,CO-UPD-073,10000,5/26/2012,1
33.066,-116.431,,Point,5/27/2012,BANNER,CA-MVU-5400,4100,5/26/2012,1
28.586,-80.665,,Point,5/27/2012,JUNCTION,FL-MIR-201232,600,5/26/2012,1
29.841,-82.222,,Point,5/27/2012,THE 1475,FL-FLS-2012-08-0374,2088,5/26/2012,1
29.063,-81.587,,Point,5/27/2012,SCENIC 33,FL-FNF-012025,405,5/26/2012,1
38.743,-119.535,,Point,5/27/2012,TRE,NV-EFKX-030118,7152,5/26/2012,1
41.308,-112.47,,Point,5/27/2012,LONG CANYON,UT-BRS-000170,4005,5/26/2012,1
34.215,-112.338,,Point,5/27/2012,GLADIATOR,AZ-PNF-120266,16240,5/26/2012,1
33.345,-108.71,,Point,6/3/2012,WHITEWATER-BALDY,NM-GNF-000143,227713,6/2/2012,1
33.451,-105.141,,Point,6/3/2012,ALEXIS,NM-N5S-120317,500,6/2/2012,1
38.436,-108.989,,Point,6/3/2012,SUNRISE MINE,CO-UPD-073,6093,6/2/2012,1
37.403,-107.243,,Point,6/3/2012,LITTLE SAND,CO-SJF-00133,4959,6/2/2012,1
46.533,-85.424,,Point,6/3/2012,DUCK LAKE,MI-MIS-1248007,21135,6/2/2012,1
38.874,-119.634,,Point,6/3/2012,PREACHER,NV-WNA-30142,1070,6/2/2012,1
40.189,-111.921,,Point,6/3/2012,A R,UT-NWS-000197,1680,6/2/2012,1
28.586,-80.665,,Point,6/3/2012,JUNCTION,FL-MIR-201232,600,6/2/2012,1
36.149,-118.505,,Point,6/3/2012,GEORGE,CA-SQF-1384,350,6/2/2012,1
42.937,-115.036,,Point,6/3/2012,REST STOP,ID-TFD-000101,743,6/2/2012,1
42.604,-114.366,,Point,6/3/2012,EAST DEVIL'S CORRAL,ID-TFD-000111,500,6/2/2012,1
38.095,-114.101,,Point,6/3/2012,WHITE ROCK,NV-ELD-000041,5000,6/2/2012,1
31.783,-111.609,,Point,6/3/2012,MONTEZUMA,AZ-PPA-000334,850,6/2/2012,1
34.215,-112.338,,Point,6/3/2012,GLADIATOR,AZ-PNF-120266,16240,6/2/2012,1
31.783,-111.609,,Point,6/10/2012,MONTEZUMA,AZ-PPA-000334,1700,6/9/2012,1
33.419,-105.83,,Point,6/10/2012,LITTLE BEAR,NM-LNF-007,15000,6/9/2012,1
33.345,-108.71,,Point,6/10/2012,WHITEWATER-BALDY,NM-GNF-000143,274838,6/9/2012,1
35.664,-106.561,,Point,6/10/2012,BEAR SPRINGS,NM-SNF-000112,622,6/9/2012,1
35.679,-106.237,,Point,6/10/2012,COLORADO PEAK,NM-SNF-000133,246,6/8/2012,1
40.589,-105.404,,Point,6/10/2012,HIGH PARK,CO-LRX-329,3000,6/9/2012,1
42.298,-104.783,,Point,6/10/2012,GUERNSEY STATE PARK,WY-HPD-012078,480,6/9/2012,1
42.191,-105.376,,Point,6/10/2012,COW CAMP,WY-MBF-012069,8473,6/9/2012,1
37.403,-107.243,,Point,6/10/2012,LITTLE SAND,CO-SJF-00133,7833,6/9/2012,1
44.076,-104.349,,Point,6/10/2012,SKULL CREEK COMPLEX,WY-WYS-12070,1730,6/9/2012,1
38.231,-111.506,,Point,6/10/2012,LOST LAKE,UT-FIF-000082,2076,6/9/2012,1
38.459,-112.061,,Point,6/10/2012,BOX CREEK,83,2018,6/9/2012,1
37.976,-111.563,,Point,6/10/2012,LAKE CREEK,UT-DIF-120178,1200,6/9/2012,1
36.149,-118.505,,Point,6/10/2012,GEORGE,CA-SQF-1384,1707,6/9/2012,1
34.49,-118.619,,Point,6/10/2012,5 MILE,CA-LAC-134232,525,6/9/2012,1
46.533,-85.424,,Point,6/10/2012,DUCK LAKE,MI-MIS-1248007,21112,6/8/2012,1
67.067,-156.383,,Point,6/10/2012,KOGOLUKTUK RIVER,AK-GAD-000182,1200,6/9/2012,1
67.004,-157.497,,Point,6/10/2012,WOODCHOPPER,AK-GAD-000172,320,6/9/2012,1
34.215,-112.338,,Point,6/10/2012,GLADIATOR,AZ-PNF-120266,16240,6/9/2012,1
33.249,-111.086,,Point,6/17/2012,257,AZ-TNF-075,2860,6/15/2012,1
34.15,-110.884,,Point,6/17/2012,POCO,AZ-TNF-00075,3100,6/16/2012,1
35.96,-111.983,,Point,6/17/2012,GRAND,AZ-KNF-00416,480,6/14/2012,1
33.419,-105.83,,Point,6/17/2012,LITTLE BEAR,NM-LNF-007,38133,6/16/2012,1
33.345,-108.71,,Point,6/17/2012,WHITEWATER-BALDY,NM-GNF-000143,290630,6/16/2012,1
40.589,-105.404,,Point,6/17/2012,HIGH PARK,CO-LRX-329,55050,6/16/2012,1
37.403,-107.243,,Point,6/17/2012,LITTLE SAND,CO-SJF-00133,11617,6/16/2012,1
34.684,-119.309,,Point,6/17/2012,OZENA,CA-LPF-1439,200,6/16/2012,1
33.873,-116.933,,Point,6/17/2012,HIGHLAND,CA-RRU-059216,2000,6/16/2012,1
40.264,-111.983,,Point,6/17/2012,WILEY,UT-SLD-000279,300,6/16/2012,1
40.917,-115.804,,Point,6/17/2012,KITTERIDGE,NV-NNS-100787,499,6/16/2012,1
46.867,-119.492,,Point,6/17/2012,MILEPOST 31,WA-WFS-208,1200,6/15/2012,1
37.55,-90.991,,Point,6/17/2012,829,MO-MTF-000097,228,6/16/2012,1
34.15,-110.884,,Point,6/24/2012,POCO,AZ-TNF-00078,11950,6/23/2012,1
36.187,-108.935,,Point,6/24/2012,DENNEBITO WASH,AZ-NAA-0074,230,6/23/2012,1
40.589,-105.404,,Point,6/24/2012,HIGH PARK,CO-LRX-329,81190,6/23/2012,1
